vOTU_ID	Soil	Cluster	ViralOrder	ViralFamily	ViralGenus	HostPhylum	HostClass	HostOrder	HostFamily	HostGenus	HostSpecies
WUA_VD52_contig_60268	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified
WUA_VD53_contig_41801	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD28_contig_116085	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Unclassified
WUB_VD37_contig_103978	Hopland	Late responders	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified
WUB_VD39_contig_44030	Hopland	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD31_contig_116506	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD44_contig_34517	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD40_contig_100793	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD36_contig_51708	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD40_contig_23916	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD50_contig_42440	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD38_contig_119813	Hopland	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD54_contig_70902	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD28_contig_8077	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified
WUA_VN48_contig_202498	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified
WUA_VD52_contig_9585	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VN45_contig_42687	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD28_contig_63819	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp014180715
WUA_VD52_contig_8715	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD51_contig_29820	Jepson Mound	Late responders	Caudovirales	Siphoviridae	Mudcatvirus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD43_contig_113617	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Micromonosporaceae	Micromonospora	Micromonospora globispora
WUB_VD28_contig_128750	McLaughlin	Late responders	Caudovirales	Podoviridae	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Unclassified
WUB_VD31_contig_22571	Hopland	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD52_contig_68250	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD34_contig_59741	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD42_contig_15415	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VN45_contig_88335	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD37_contig_121733	Hopland	Late responders	Caudovirales	Myoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD37_contig_119916	Hopland	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD26_contig_16195	Hopland	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD42_contig_12311	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD51_contig_20887	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_TM34_contig_316966	McLaughlin	Late responders	Caudovirales	Siphoviridae	Decurrovirus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD25_contig_102271	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Unclassified	Unclassified
WUA_VD49_contig_35382	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD24_contig_430	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD50_contig_62963	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD40_contig_2453	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD40_contig_98978	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD37_contig_55444	Hopland	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD28_contig_131912	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD40_contig_108656	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD53_contig_78309	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD42_contig_52038	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD37_contig_98738	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	70-9	VAYN01	Unassigned
WUA_VD45_contig_20349	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD43_contig_23351	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD43_contig_61028	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VN49_contig_48202	Jepson Mound	Late responders	Caudovirales	Siphoviridae	Mudcatvirus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD40_contig_107605	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD49_contig_3614	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD34_contig_107368	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VN44_contig_35693	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD54_contig_64845	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified
WUB_VD37_contig_121772	Hopland	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD36_contig_116356	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VN45_contig_240331	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD40_contig_108528	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD37_contig_97648	Hopland	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD43_contig_113823	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD40_contig_26784	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD52_contig_48112	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD49_contig_3001	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VN52_contig_268	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD46_contig_153491	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD42_contig_94810	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Rubellimicrobium thermophilum
WUA_VN30_contig_67706	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VN40_contig_16876	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VN44_contig_82642	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD41_contig_47263	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD05_contig_10260	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD05_contig_33163	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp001666755
WUA_VD19_contig_53145	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified
WUA_VD53_contig_317	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD34_contig_2494	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD35_contig_77300	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Unclassified
WUA_VD46_contig_171105	Jepson Swale	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD40_contig_62639	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD31_contig_39215	Hopland	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD43_contig_36931	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Catenulisporaceae	Catenulispora	Catenulispora sp013361685
WUA_VN44_contig_101378	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUA_VD48_contig_69101	Jepson Mound	Late responders	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Unclassified
WUB_VD36_contig_17372	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD35_contig_89968	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD38_contig_179906	Hopland	Late responders	Caudovirales	Myoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD36_contig_72033	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD38_contig_93875	Hopland	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
WUB_VD34_contig_5225	McLaughlin	Late responders	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
